股票名称,股票代码
兴齐眼药,'300573
安车检测,'300572
太辰光,'300570
星源材质,'300568
精测电子,'300567
凯莱英,'002821
富森美,'002818
贝达药业,'300558
佳发教育,'300559
万集科技,'300552
崇达技术,'002815
恩捷股份,'002812
江阴银行,'002807
中船应急,'300527
健帆生物,'300529
中潜股份,'300526
博思软件,'300525
辰安科技,'300523
吉宏股份,'002803
帝欧家居,'002798
第一创业,'002797
世嘉科技,'002796
罗欣药业,'002793
景嘉微,'300474
坚朗五金,'002791
通宇通讯,'002792
新易盛,'300502
久远银海,'002777
招商蛇口,'001979
美尚生态,'300495
中科创达,'300496
温氏股份,'300498
蓝晓科技,'300487
万孚生物,'300482
国恩股份,'002768
康弘药业,'002773
胜宏科技,'300476
合纵科技,'300477
迈克生物,'300463
四方精创,'300468
先导智能,'300450
金科文化,'300459
全志科技,'300458
康拓红外,'300455
永兴材料,'002756
奥赛康,'002755
赢合科技,'300457
赛微电子,'300456
创业慧康,'300451
浩云科技,'300448
鹏辉能源,'300438
强力新材,'300429
埃斯顿,'002747
四通新材,'300428
蓝思科技,'300433
鲁亿通,'300423
天孚通信,'300394
木林森,'002745
仙坛股份,'002746
申万宏源,'000166
万达电影,'002739
昆仑万维,'300418
芒果超媒,'300413
葵花药业,'002737
国信证券,'002736
三环集团,'300408
雄韬股份,'002733
九强生物,'300406
花园生物,'300401
飞凯材料,'300398
天和防务,'300397
菲利华,'300395
国祯环保,'300388
一心堂,'002727
飞天诚信,'300386
龙大肉食,'002726
岭南股份,'002717
光环新网,'300383
绿盟科技,'300369
东方通,'300379
牧原股份,'002714
赢时胜,'300377
易事特,'300376
扬杰科技,'300373
恒华科技,'300365
天赐材料,'002709
我武生物,'300357
良信电器,'002706
新宝股份,'002705
美的集团,'000333
浙江世宝,'002703
奥瑞金,'002701
北信源,'300352
博实股份,'002698
红旗连锁,'002697
煌上煌,'002695
金卡智能,'300349
长亮科技,'300348
泰格医药,'300347
美亚光电,'002690
润和软件,'300339
宜安科技,'300328
中颖电子,'300327
凯利泰,'300326
宏大爆破,'002683
旋极信息,'300324
硕贝德,'300322
浙江美大,'002677
东诚药业,'002675
麦捷科技,'300319
晶盛机电,'300316
掌趣科技,'300315
西部证券,'002673
东江环保,'002672
国盛金控,'002670
中际旭创,'300308
首航高科,'002665
聚飞光电,'300303
汉鼎宇佑,'300300
三诺生物,'300298
蓝盾股份,'300297
利亚德,'300296
博雅生物,'300294
吴通控股,'300292
飞利信,'300287
海思科,'002653
国瓷材料,'300285
苏交科,'300284
卫星石化,'002648
万润股份,'002643
永高股份,'002641
跨境通,'002640
金安国纪,'002636
安洁科技,'002635
三丰智能,'300276
光启技术,'002625
阳光电源,'300274
金达威,'002626
完美世界,'002624
华宇软件,'300271
美吉姆,'002621
丹邦科技,'002618
露笑科技,'002617
长青集团,'002616
奥佳华,'002614
东方精工,'002611
开山股份,'300257
星星科技,'300256
卫宁健康,'300253
爱康科技,'002610
捷顺科技,'002609
中公教育,'002607
姚记科技,'002605
光线传媒,'300251
以岭药业,'002603
世纪华通,'002602
迪安诊断,'300244
龙蟒佰利,'002601
领益智造,'002600
金禾实业,'002597
海南瑞泽,'002596
比亚迪,'002594
上海新阳,'300236
豪迈科技,'002595
金城医药,'300233
洲明科技,'300232
拓尔思,'300229
瑞康医药,'002589
上海钢联,'300226
正海磁材,'300224
北京君正,'300223
海能达,'002583
科大智能,'300222
易华录,'300212
天泽信息,'300209
清新环境,'002573
欣旺达,'300207
聚光科技,'300203
聚龙股份,'300202
索菲亚,'002572
铁汉生态,'300197
百润股份,'002568
唐人神,'002567
福安药业,'300194
潜能恒信,'300191
美亚柏科,'300188
森马服饰,'002563
巨人网络,'002558
洽洽食品,'002557
三七互娱,'002555
宝鼎科技,'002552
力源信息,'300184
东软载波,'300183
捷成股份,'300182
华峰超纤,'300180
春兴精工,'002547
中海达,'300177
东方铁塔,'002545
汉得信息,'300170
杰赛科技,'002544
中化岩土,'002542
万达信息,'300168
东方国信,'300166
鸿路钢构,'002541
海联金汇,'002537
新研股份,'300159
天顺风能,'002531
金财互联,'002530
英飞拓,'002528
量子生物,'300149
汤臣倍健,'300146
中金环境,'300145
宋城演艺,'300144
科士达,'002518
中顺洁柔,'002511
老板电器,'002508
涪陵榨菜,'002507
协鑫集成,'002506
大康农业,'002505
搜于特,'002503
山西证券,'002500
沃森生物,'300142
汉缆股份,'002498
雅化集团,'002497
信维通信,'300136
荣盛石化,'002493
华策影视,'300133
青松股份,'300132
通鼎互联,'002491
山东墨龙,'002490
浙江永强,'002489
金固股份,'002488
英唐智控,'300131
新国都,'300130
江海股份,'002484
广田集团,'002482
汇川技术,'300124
亚光科技,'300123
智飞生物,'300122
双塔食品,'002481
富春环保,'002479
立讯精密,'002475
申通快递,'002468
二六三,'002467
东方日升,'300118
长盈精密,'300115
天齐锂业,'002466
海格通信,'002465
中航电测,'300114
顺网科技,'300113
沪电股份,'002463
珠江啤酒,'002461
赣锋锂业,'002460
晶澳科技,'002459
益生股份,'002458
欧菲光,'002456
高新兴,'300098
国星光电,'002449
高德红外,'002414
盛路通信,'002446
巨星科技,'002444
闰土股份,'002440
易成新能,'300080
启明星辰,'002439
誉衡药业,'002437
星网锐捷,'002396
兴森科技,'002436
万里扬,'002434
杭氧股份,'002430
兆驰股份,'002429
云南锗业,'002428
贵州百灵,'002424
中粮资本,'002423
科伦药业,'002422
达实智能,'002421
天虹股份,'002419
爱施德,'002416
海康威视,'002415
雷科防务,'002413
长信科技,'300088
银之杰,'300085
广联达,'002410
雅克科技,'002409
创世纪,'300083
齐翔腾达,'002408
多氟多,'002407
四维图新,'002405
和而泰,'002402
海普瑞,'002399
数码科技,'300079
思创医惠,'300078
当升科技,'300073
三聚环保,'300072
碧水源,'300070
南都电源,'300068
信邦制药,'002390
航天彩虹,'002389
维信诺,'002387
大北农,'002385
东山精密,'002384
合众思壮,'002383
蓝帆医疗,'002382
新北洋,'002376
亚厦股份,'002375
东方财富,'300059
千方科技,'002373
伟星新材,'002372
北方华创,'002371
太极股份,'002368
康力电梯,'002367
中恒电气,'002364
蓝色光标,'300058
鼎龙股份,'300054
欧比特,'300053
森源电气,'002358
杰瑞股份,'002353
顺丰控股,'002352
漫步者,'002351
格林美,'002340
华力创通,'300045
星辉娱乐,'300043
仙琚制药,'002332
数知科技,'300038
新宙邦,'300037
超图软件,'300036
钢研高纳,'300034
同花顺,'300033
宝通科技,'300031
永太科技,'002326
普利特,'002324
海峡股份,'002320
久立特材,'002318
众生药业,'002317
日海智能,'002313
三泰控股,'002312
海大集团,'002311
东方园林,'002310
洋河股份,'002304
美盈森,'002303
西部建设,'002302
红日药业,'300026
机器人,'300024
银江股份,'300020
网宿科技,'300017
爱尔眼科,'300015
亿纬锂能,'300014
华测检测,'300012
立思辰,'300010
安科生物,'300009
乐普医疗,'300003
神州泰岳,'300002
特锐德,'300001
齐心集团,'002301
圣农发展,'002299
信立泰,'002294
奥飞娱乐,'002292
奇正藏药,'002287
世联行,'002285
光迅科技,'002281
万马股份,'002276
水晶光电,'002273
东方雨虹,'002271
陕天然气,'002267
卫 士 通,'002268
浙富控股,'002266
恩华药业,'002262
利尔化学,'002258
泰和新材,'002254
上海莱士,'002252
步 步 高,'002251
联化科技,'002250
大洋电机,'002249
滨江集团,'002244
通产丽星,'002243
九阳股份,'002242
歌尔股份,'002241
奥特佳,'002239
恒邦股份,'002237
大华股份,'002236
民和股份,'002234
塔牌集团,'002233
科大讯飞,'002230
江南化工,'002226
鱼跃医疗,'002223
合力泰,'002217
三全食品,'002216
大立科技,'002214
南洋股份,'002212
大连重工,'002204
海亮股份,'002203
金风科技,'002202
九鼎新材,'002201
二三四五,'002195
武汉凡谷,'002194
劲嘉股份,'002191
华天科技,'002185
怡 亚 通,'002183
云海金属,'002182
纳思达,'002180
中航光电,'002179
游族网络,'002174
楚江新材,'002171
智光电气,'002169
惠程科技,'002168
远 望 谷,'002161
正邦科技,'002157
通富微电,'002156
湖南黄金,'002155
石基信息,'002153
广电运通,'002152
北斗星通,'002151
荣盛发展,'002146
中核钛白,'002145
宁波银行,'002142
顺络电子,'002138
东南网架,'002135
潍柴动力,'000338
利欧股份,'002131
沃尔核材,'002130
中环股份,'002129
露天煤业,'002128
南极电商,'002127
银轮股份,'002126
天邦股份,'002124
梦网集团,'002123
韵达股份,'002120
紫鑫药业,'002118
东港股份,'002117
三维通信,'002115
三钢闽光,'002110
莱宝高科,'002106
天康生物,'002100
海翔药业,'002099
山河智能,'002097
国脉科技,'002093
中泰化学,'002092
江苏国泰,'002091
万丰奥威,'002085
孚日股份,'002083
金 螳 螂,'002081
中材科技,'002080
苏州固锝,'002079
太阳纸业,'002078
沙钢股份,'002075
国轩高科,'002074
东华软件,'002065
华峰氨纶,'002064
远光软件,'002063
浙江交科,'002061
横店东磁,'002056
中工国际,'002051
三花智控,'002050
紫光国微,'002049
宁波华翔,'002048
宝鹰股份,'002047
美年健康,'002044
华孚时尚,'002042
登海种业,'002041
双鹭药业,'002038
联创电子,'002036
华帝股份,'002035
旺能环境,'002034
苏 泊 尔,'002032
达安基因,'002030
思源电气,'002028
分众传媒,'002027
航天电器,'002025
苏宁易购,'002024
海特高新,'002023
科华生物,'002022
京新药业,'002020
亿帆医药,'002019
东信和平,'002017
世荣兆业,'002016
协鑫能科,'002015
中航机电,'002013
传化智联,'002010
大族激光,'002008
华兰生物,'002007
华邦健康,'002004
鸿达兴业,'002002
新 和 成,'002001
TCL科技,'000100
吉电股份,'000875
京东方Ａ,'000725
隆平高科,'000998
晨鸣纸业,'000488
张  裕Ａ,'000869
中联重科,'000157
华数传媒,'000156
新 大 陆,'000997
西山煤电,'000983
常山北明,'000158
越秀金控,'000987
诚志股份,'000990
九 芝 堂,'000989
蓝焰控股,'000968
华工科技,'000988
浪潮信息,'000977
银泰黄金,'000975
华铁股份,'000976
安泰科技,'000969
东方盛虹,'000301
特发信息,'000070
中科三环,'000970
盈峰环境,'000967
华润三九,'000999
中南建设,'000961
锡业股份,'000960
华东医药,'000963
东方能源,'000958
首钢股份,'000959
中国重汽,'000951
紫光股份,'000938
重药控股,'000950
冀中能源,'000937
神火股份,'000933
四川双马,'000935
华西股份,'000936
华菱钢铁,'000932
天健集团,'000090
河钢资源,'000923
海信家电,'000921
中 关 村,'000931
中粮科技,'000930
大亚圣象,'000910
泸天化,'000912
云内动力,'000903
新洋丰,'000902
航天科技,'000901
电广传媒,'000917
现代投资,'000900
天山股份,'000877
海王生物,'000078
双汇发展,'000895
中鼎股份,'000887
顺鑫农业,'000860
太钢不锈,'000825
威孚高科,'000581
五矿稀土,'000831
中广核技,'000881
鲁西化工,'000830
北方国际,'000065
云南铜业,'000878
创维数字,'000810
湖北能源,'000883
五 粮 液,'000858
深圳机场,'000089
云铝股份,'000807
新 希 望,'000876
启迪环境,'000826
北京文化,'000802
鞍钢股份,'000898
中嘉博创,'000889
天音控股,'000829
中兴通讯,'000063
承德露露,'000848
中信国安,'000839
航锦科技,'000818
超声电子,'000823
万年青,'000789
华侨城Ａ,'000069
英洛华,'000795
新华制药,'000756
长江证券,'000783
华闻集团,'000793
酒鬼酒,'000799
燕京啤酒,'000729
居然之家,'000785
国海证券,'000750
泰禾集团,'000732
凯撒旅业,'000796
振华科技,'000733
中航飞机,'000768
航发控制,'000738
中国长城,'000066
一汽解放,'000800
国元证券,'000728
广发证券,'000776
罗 牛 山,'000735
长安汽车,'000625
北新建材,'000786
新兴铸管,'000778
美锦能源,'000723
普洛药业,'000739
新能泰山,'000720
韶钢松山,'000717
通化金马,'000766
贝瑞基因,'000710
许继电气,'000400
中色股份,'000758
河钢股份,'000709
锦龙股份,'000712
苏宁环球,'000718
中原传媒,'000719
恒逸石化,'000703
中信特钢,'000708
宗申动力,'001696
模塑科技,'000700
东北证券,'000686
远兴能源,'000683
深圳华强,'000062
华锦股份,'000059
宝新能源,'000690
中山公用,'000685
中金岭南,'000060
东方电子,'000682
视觉中国,'000681
国城矿业,'000688
农 产 品,'000061
深 赛 格,'000058
智度股份,'000676
上峰水泥,'000672
阳 光 城,'000671
长春高新,'000661
仁和药业,'000650
美好置业,'000667
金科股份,'000656
泰达股份,'000652
铜陵有色,'000630
格力电器,'000651
攀钢钒钛,'000629
天茂集团,'000627
新华联,'000620
吉林敖东,'000623
中油资本,'000617
古井贡酒,'000596
东旭光电,'000413
韶能股份,'000601
徐工机械,'000425
盛达资源,'000603
东阿阿胶,'000423
渤海租赁,'000415
金 融 街,'000402
冀东水泥,'000401
建投能源,'000600
兴蓉环境,'000598
东北制药,'000597
太阳能,'000591
北部湾港,'000582
德赛电池,'000049
深天马Ａ,'000050
招商积余,'001914
泛海控股,'000046
泸州老窖,'000568
神州数码,'000034
神州信息,'000555
中集集团,'000039
中国天楹,'000035
我爱我家,'000560
中天金融,'000540
深科技,'000021
供销大集,'000564
陕国投Ａ,'000563
万向钱潮,'000559
皖能电力,'000543
金圆股份,'000546
云南白药,'000538
广宇发展,'000537
中原环保,'000544
安道麦A,'000553
江铃汽车,'000550
航天发展,'000547
柳    工,'000528
丽珠集团,'000513
深桑达Ａ,'000032
中兵红箭,'000519
大悦城,'000031
富奥股份,'000030
深深房Ａ,'000029
深圳能源,'000027
国际医学,'000516
国药一致,'000028
荣安地产,'000517
特  力Ａ,'000025
招商港口,'001872
鄂武商Ａ,'000501
深粮控股,'000019
神州高铁,'000008
深振业Ａ,'000006
深康佳Ａ,'000016
南  玻Ａ,'000012
中国宝安,'000009
平安银行,'000001
万  科Ａ,'000002
