股票名称,股票代码
ST长投,'600119
振德医疗,'603301
中储股份,'600787
华天酒店,'000428
紫光国微,'002049
ST中孚,'600595
光明乳业,'600597
中国电研,'688128
珈伟新能,'300317
欧普康视,'300595
捷成股份,'300182
德力股份,'002571
新开源,'300109
精达股份,'600577
湖南盐业,'600929
奥瑞金,'002701
北纬科技,'002148
吉艾科技,'300309
华闻集团,'000793
黄山旅游,'600054
京天利,'300399
ST步森,'002569
楚天科技,'300358
有方科技,'688159
赣锋锂业,'002460
恒力石化,'600346
羚锐制药,'600285
安徽合力,'600761
天虹股份,'002419
诺邦股份,'603238
国网英大,'600517
新宙邦,'300037
*ST九有,'600462
朗玛信息,'300288
珠江实业,'600684
北巴传媒,'600386
有研新材,'600206
市北高新,'600604
华兴源创,'688001
金桥信息,'603918
横河模具,'300539
思源电气,'002028
天地数码,'300743
联合光电,'300691
中能电气,'300062
片仔癀,'600436
深圳能源,'000027
聚灿光电,'300708
华森制药,'002907
三安光电,'600703
申通地铁,'600834
中成股份,'000151
梦洁股份,'002397
长缆科技,'002879
国风塑业,'000859
晶澳科技,'002459
世纪天鸿,'300654
中天科技,'600522
华工科技,'000988
伟星新材,'002372
金杯电工,'002533
纵横通信,'603602
新坐标,'603040
华体科技,'603679
威胜信息,'688100
东方通,'300379
江海股份,'002484
斯莱克,'300382
钱江摩托,'000913
中国长城,'000066
德马科技,'688360
博实股份,'002698
锐科激光,'300747
亿嘉和,'603666
德生科技,'002908
辉煌科技,'002296
镇海股份,'603637
ST游久,'600652
传艺科技,'002866
日海智能,'002313
嘉应制药,'002198
激智科技,'300566
众应互联,'002464
天泽信息,'300209
锡业股份,'000960
胜利股份,'000407
柘中股份,'002346
广东骏亚,'603386
吉林化纤,'000420
国投资本,'600061
新华网,'603888
宝馨科技,'002514
驰宏锌锗,'600497
力源信息,'300184
光大证券,'601788
ST云维,'600725
方正证券,'601901
长江证券,'000783
广信材料,'300537
龙蟒佰利,'002601
光迅科技,'002281
上峰水泥,'000672
帝尔激光,'300776
北特科技,'603009
招商银行,'600036
九华旅游,'603199
吉视传媒,'601929
*ST晨鑫,'002447
中体产业,'600158
江中药业,'600750
软控股份,'002073
洪汇新材,'002802
格力地产,'600185
云南城投,'600239
东北证券,'000686
山东章鼓,'002598
联创股份,'300343
银河电子,'002519
西菱动力,'300733
博威合金,'601137
拓维信息,'002261
中国人寿,'601628
雄韬股份,'002733
信雅达,'600571
科瑞技术,'002957
浙江东日,'600113
万丰奥威,'002085
元隆雅图,'002878
皖仪科技,'688600
科达制造,'600499
富森美,'002818
国恩股份,'002768
中金岭南,'000060
澄天伟业,'300689
智光电气,'002169
深南电路,'002916
未名医药,'002581
永利股份,'300230
辰安科技,'300523
茂业商业,'600828
迅游科技,'300467
侨银环保,'002973
佳创视讯,'300264
腾龙股份,'603158
利亚德,'300296
强生控股,'600662
阳光照明,'600261
利民股份,'002734
凯伦股份,'300715
赢时胜,'300377
号百控股,'600640
华宏科技,'002645
艾格拉斯,'002619
东港股份,'002117
中嘉博创,'000889
开山股份,'300257
英维克,'002837
宝利国际,'300135
中交地产,'000736
精测电子,'300567
耀皮玻璃,'600819
罗欣药业,'002793
铁流股份,'603926
广深铁路,'601333
中油资本,'000617
安泰科技,'000969
开尔新材,'300234
桂林旅游,'000978
中欣氟材,'002915
仟源医药,'300254
瑞芯微,'603893
合诚股份,'603909
麦迪科技,'603990
迪威迅,'300167
迪森股份,'300335
云赛智联,'600602
江西长运,'600561
天玑科技,'300245
兴蓉环境,'000598
依顿电子,'603328
快意电梯,'002774
中原传媒,'000719
明牌珠宝,'002574
生 意 宝,'002095
莲花健康,'600186
远 望 谷,'002161
长方集团,'300301
南国置业,'002305
凯莱英,'002821
南京高科,'600064
旗天科技,'300061
ST中科创,'002290
贝因美,'002570
上海洗霸,'603200
北方国际,'000065
世纪鼎利,'300050
海伦钢琴,'300329
智能自控,'002877
恒宝股份,'002104
招商南油,'601975
长城电工,'600192
沪电股份,'002463
金利华电,'300069
伯特利,'603596
马钢股份,'600808
ST中基,'000972
复星医药,'600196
紫光股份,'000938
开立医疗,'300633
台基股份,'300046
山西证券,'002500
*ST雪莱,'002076
安硕信息,'300380
中兴通讯,'000063
东旭光电,'000413
艾迪药业,'688488
圣邦股份,'300661
鲁西化工,'000830
方直科技,'300235
双林股份,'300100
科创信息,'300730
冰川网络,'300533
澳洋健康,'002172
新 大 陆,'000997
泰嘉股份,'002843
万马科技,'300698
棒杰股份,'002634
怡 亚 通,'002183
诚迈科技,'300598
华阳集团,'002906
浪潮信息,'000977
惠天热电,'000692
圣阳股份,'002580
中石科技,'300684
首旅酒店,'600258
腾达建设,'600512
茂硕电源,'002660
科斯伍德,'300192
贝斯美,'300796
峨眉山Ａ,'000888
华立股份,'603038
雅克科技,'002409
莱宝高科,'002106
隧道股份,'600820
宏川智慧,'002930
广大特材,'688186
楚江新材,'002171
江苏银行,'600919
二三四五,'002195
江苏租赁,'600901
茶花股份,'603615
*ST联合,'600358
东富龙,'300171
*ST博信,'600083
山东威达,'002026
天创时尚,'603608
东旭蓝天,'000040
洛凯股份,'603829
TCL科技,'000100
神开股份,'002278
兆日科技,'300333
依米康,'300249
北京君正,'300223
厚普股份,'300471
中国通号,'688009
常山药业,'300255
ST金泰,'600385
ST南化,'600301
五 粮 液,'000858
如通股份,'603036
先达股份,'603086
海航科技,'600751
粤 水 电,'002060
恒铭达,'002947
郑煤机,'601717
*ST时万,'600241
汉威科技,'300007
快克股份,'603203
太极股份,'002368
*ST索菱,'002766
贤丰控股,'002141
*ST海源,'002529
神州信息,'000555
冠豪高新,'600433
华铁应急,'603300
广州港,'601228
首开股份,'600376
熙菱信息,'300588
伟隆股份,'002871
宇瞳光学,'300790
先锋电子,'002767
中贝通信,'603220
中元股份,'300018
特锐德,'300001
鸿博股份,'002229
锋龙股份,'002931
瑞松科技,'688090
强力新材,'300429
任子行,'300311
明德生物,'002932
鸿利智汇,'300219
久其软件,'002279
太钢不锈,'000825
弘业股份,'600128
中天金融,'000540
郑中设计,'002811
四川成渝,'601107
国金证券,'600109
秀强股份,'300160
空港股份,'600463
长航凤凰,'000520
幸福蓝海,'300528
泉峰汽车,'603982
金银河,'300619
新华医疗,'600587
*ST夏利,'000927
易天股份,'300812
时代新材,'600458
力盛赛车,'002858
赛象科技,'002337
百隆东方,'601339
京威股份,'002662
拓普集团,'601689
锦和商业,'603682
上海临港,'600848
广日股份,'600894
江苏有线,'600959
美格智能,'002881
万里股份,'600847
欢瑞世纪,'000892
广发证券,'000776
三友医疗,'688085
苏交科,'300284
*ST飞乐,'600651
全志科技,'300458
城市传媒,'600229
东方网力,'300367
普洛药业,'000739
陕国投Ａ,'000563
双杰电气,'300444
公牛集团,'603195
光莆股份,'300632
云意电气,'300304
新联电子,'002546
大连圣亚,'600593
*ST藏格,'000408
苏大维格,'300331
成都银行,'601838
数知科技,'300038
三晖电气,'002857
长虹华意,'000404
万润科技,'002654
金轮股份,'002722
碧水源,'300070
莱绅通灵,'603900
大元泵业,'603757
紫晶存储,'688086
智云股份,'300097
博瑞传播,'600880
华平股份,'300074
先进数通,'300541
苏垦农发,'601952
物产中大,'600704
华中数控,'300161
正海生物,'300653
哈空调,'600202
中广核技,'000881
东方国信,'300166
华新水泥,'600801
神州数码,'000034
汉得信息,'300170
捷佳伟创,'300724
鹏辉能源,'300438
苏农银行,'603323
湘邮科技,'600476
*ST敦种,'600354
彩虹股份,'600707
中航资本,'600705
同益股份,'300538
华瑞股份,'300626
ST创兴,'600193
三环集团,'300408
科大智能,'300222
德恩精工,'300780
苏博特,'603916
三角轮胎,'601163
科安达,'002972
太安堂,'002433
联美控股,'600167
川大智胜,'002253
中顺洁柔,'002511
国盛智科,'688558
超图软件,'300036
方大集团,'000055
威星智能,'002849
东方明珠,'600637
国轩高科,'002074
恒逸石化,'000703
炬华科技,'300360
中科金财,'002657
西部建设,'002302
矩子科技,'300802
达华智能,'002512
亚翔集成,'603929
三维工程,'002469
蓝光发展,'600466
湖北广电,'000665
捷荣技术,'002855
城建发展,'600266
新华文轩,'601811
华虹计通,'300330
金奥博,'002917
ST昌九,'600228
中化国际,'600500
飞力达,'300240
新朋股份,'002328
申能股份,'600642
中创环保,'300056
玲珑轮胎,'601966
广州发展,'600098
东方盛虹,'000301
高科石化,'002778
金发拉比,'002762
杭电股份,'603618
今飞凯达,'002863
中天精装,'002989
四维图新,'002405
华资实业,'600191
金诚信,'603979
隆利科技,'300752
福光股份,'688010
浙江众成,'002522
高新兴,'300098
新农股份,'002942
牧高笛,'603908
中富通,'300560
歌华有线,'600037
和佳医疗,'300273
国信证券,'002736
力星股份,'300421
ST南糖,'000911
星星科技,'300256
南都物业,'603506
捷顺科技,'002609
英杰电气,'300820
兰州黄河,'000929
安迪苏,'600299
奥 特 迅,'002227
大富科技,'300134
国新文化,'600636
罗平锌电,'002114
远大控股,'000626
惠发食品,'603536
中通客车,'000957
海洋王,'002724
美利云,'000815
华正新材,'603186
博云新材,'002297
榕基软件,'002474
鸿合科技,'002955
