股票名称,股票代码
瑞贝卡,'600439
三一重工,'600031
嘉化能源,'600273
三友化工,'600409
片仔癀,'600436
盛和资源,'600392
贵研铂业,'600459
白云机场,'600004
安徽建工,'600502
四川路桥,'600039
士兰微,'600460
华海药业,'600521
皖通高速,'600012
中信证券,'600030
法拉电子,'600563
国药股份,'600511
厦门钨业,'600549
老白干酒,'600559
中天科技,'600522
中国联通,'600050
新华医疗,'600587
康缘药业,'600557
精达股份,'600577
方大炭素,'600516
光明乳业,'600597
豫光金铅,'600531
XD迪马股,'600565
华鲁恒升,'600426
卧龙电驱,'600580
山东药玻,'600529
中远海能,'600026
中国软件,'600536
天地科技,'600582
扬农化工,'600486
招商银行,'600036
北大荒,'600598
山东高速,'600350
中文传媒,'600373
海螺水泥,'600585
海油工程,'600583
江西铜业,'600362
深高速,'600548
山鹰纸业,'600567
华能国际,'600011
新安股份,'600596
贵州茅台,'600519
烽火通信,'600498
济川药业,'600566
恒力石化,'600346
中国石化,'600028
中航电子,'600372
健康元,'600380
中新药业,'600329
盘江股份,'600395
用友网络,'600588
鄂尔多斯,'600295
金地集团,'600383
联创光电,'600363
上海家化,'600315
首开股份,'600376
包钢股份,'600010
国机汽车,'600335
桂东电力,'600310
平高电气,'600312
蓝光发展,'600466
白云山,'600332
恒顺醋业,'600305
宁沪高速,'600377
西藏天路,'600326
昊华科技,'600378
西南证券,'600369
万华化学,'600309
龙净环保,'600388
西藏珠峰,'600338
瀚蓝环境,'600323
五洲交通,'600368
民生银行,'600016
中直股份,'600038
宝钢股份,'600019
昆药集团,'600422
中恒集团,'600252
美克家居,'600337
宁波韵升,'600366
羚锐制药,'600285
恒瑞医药,'600276
南钢股份,'600282
安琪酵母,'600298
亿利洁能,'600277
阳光照明,'600261
凯乐科技,'600260
圆通速递,'600233
首旅酒店,'600258
广汇能源,'600256
首创股份,'600008
安迪苏,'600299
桂冠电力,'600236
中化国际,'600500
鲁商发展,'600223
南山铝业,'600219
海航控股,'600221
浦发银行,'600000
浙江医药,'600216
伊力特,'600197
紫江企业,'600210
新湖中宝,'600208
兴发集团,'600141
格力地产,'600185
中国巨石,'600176
有研新材,'600206
中国国贸,'600007
联美控股,'600167
生物股份,'600201
雅戈尔,'600177
生益科技,'600183
上海贝岭,'600171
华创阳安,'600155
复星医药,'600196
瑞茂通,'600180
兖州煤业,'600188
巨化股份,'600160
上海建工,'600170
天坛生物,'600161
建发股份,'600153
香江控股,'600162
中国船舶,'600150
铁龙物流,'600125
国网信通,'600131
当代文体,'600136
上海机场,'600009
中青旅,'600138
浙江东方,'600120
上汽集团,'600104
东方航空,'600115
重庆啤酒,'600132
永鼎股份,'600105
北方稀土,'600111
中国卫星,'600118
国金证券,'600109
上海梅林,'600073
大名城,'600094
易见股份,'600093
同仁堂,'600085
特变电工,'600089
人福医药,'600079
浙江富润,'600070
厦门象屿,'600057
中船科技,'600072
葛洲坝,'600068
华润双鹤,'600062
国投资本,'600061
中国医药,'600056
宇通客车,'600066
九鼎投资,'600053
国电电力,'600795
中储股份,'600787
新钢股份,'600782
水井坊,'600779
东方通信,'600776
新潮能源,'600777
南京熊猫,'600775
中航重机,'600765
中国海防,'600764
通策医疗,'600763
中航沈飞,'600760
锦江酒店,'600754
厦门国贸,'600755
上实发展,'600748
浪潮软件,'600756
江中药业,'600750
闻泰科技,'600745
一汽富维,'600742
华域汽车,'600741
辽宁成大,'600739
北汽蓝谷,'600733
苏州高新,'600736
山西焦化,'600740
兰州民百,'600738
中粮糖业,'600737
佳都科技,'600728
祁连山,'600720
重庆百货,'600729
光明地产,'600708
物产中大,'600704
厦门空港,'600897
盛屯矿业,'600711
三安光电,'600703
舍得酒业,'600702
中航资本,'600705
张江高科,'600895
航发动力,'600893
伊利股份,'600887
宏发股份,'600885
国投电力,'600886
航天电子,'600879
洛阳玻璃,'600876
东方电气,'600875
创业环保,'600874
石化油服,'600871
中炬高新,'600872
通化东宝,'600867
内蒙华电,'600863
王府井,'600859
上海医药,'601607
华东电脑,'600850
上海临港,'600848
同济科技,'600846
宝信软件,'600845
海通证券,'600837
上海机电,'600835
茂业商业,'600828
世茂股份,'600823
隧道股份,'600820
东方集团,'600811
山西汾酒,'600809
马钢股份,'600808
新奥股份,'600803
福建水泥,'600802
华新水泥,'600801
均胜电子,'600699
大商股份,'600694
海尔智家,'600690
上海石化,'600688
中船防务,'600685
南京新百,'600682
百川能源,'600681
中华企业,'600675
川投能源,'600674
东阳光,'600673
青岛啤酒,'600600
尖峰集团,'600668
太极实业,'600667
陆家嘴,'600663
福耀玻璃,'600660
信达地产,'600657
外高桥,'600648
爱建集团,'600643
申能股份,'600642
万业企业,'600641
浦东金桥,'600639
东方明珠,'600637
大众公用,'600635
申达股份,'600626
光大嘉宝,'600622
华鑫股份,'600621
豫园股份,'600655
老凤祥,'600612
大众交通,'600611
绿地控股,'600606
市北高新,'600604
