股票名称,股票代码
EDITA FOOD INDUSTRIES S.A.E. GD,'EFID
HENDERSON SMALLER COMPANIES INV,'HSL
AFC ENERGY PLC ORD 0.1P,'AFC
NON-STANDARD FINANCE PLC ORD GB,'NSF
HOCHSCHILD MINING PLC ORD 25P,'HOC
VP PLC ORD 5P,'VP.
图罗石油,'TLW
VANECK VECTORS UCITS ETFS PLC V,'GDXJ
VALUE AND INCOME TRUST PLC ORD,'VIN
佩特拉钻石,'PDL
NETWORK INTERNATIONAL HOLDINGS,'NETW
AO WORLD PLC ORD 0.25P,'AO.
TEKMAR GROUP PLC ORD 1P,'TGP
REGIONAL REIT LIMITED ORD NPV,'RGL
MITIE GROUP PLC ORD 2.5P,'MTO
伍德集团,'WG.
GCP STUDENT LIVING PLC ORD 1P,'DIGS
JADESTONE ENERGY INC COM SHS NP,'JSE
WISDOMTREE MULTI ASSET ISSUER P,'3USL
IMPACT HEALTHCARE REIT PLC ORD,'IHR
LEGAL & GENERAL UCITS ETF PUBLI,'AUCO
LEVERAGE SHARES PUBLIC LIMITED,'GOOE
MONEYSUPERMARKET.COM GROUP PLC,'MONY
HEADLAM GROUP PLC ORD 5P,'HEAD
VANECK VECTORS UCITS ETFS PLC V,'GDX
HIGHLAND GOLD MINING LD ORD 0.1,'HGM
NANOCO GROUP PLC ORD 10P,'NANO
WATCHES OF SWITZERLAND GROUP PL,'WOSG
POWERHOUSE ENERGY GROUP PLC ORD,'PHE
WISDOMTREE METAL SECURITIES WIS,'PHSP
LEVERAGE SHARES PUBLIC LIMITED,'GOO2
FRONTIER DEVELOPMENTS PLC ORD 0,'FDEV
TCS GROUP HOLDING PLC GDR (EACH,'TCS
ACCROL GROUP HOLDINGS PLC ORD G,'ACRL
英仕曼集团,'EMG
DIURNAL GROUP PLC ORD GBP0.05,'DNL
国际个人金融,'IPF
KERRY GROUP PLC 'A'ORD EUR0.125,'KYGA
JPMORGAN EUROPEAN INVESTMENT TR,'JETI
EMPIRIC STUDENT PROPERTY PLC OR,'ESP
CUSTODIAN REIT PLC ORD 1P,'CREI
WISDOMTREE COMMODITY SECURITIES,'LBRT
BATM ADVANCED COMMUNICATIONS LD,'BVC
UK COMMERCIAL PROPERTY REIT LIM,'UKCM
PETROFAC LIMITED ORD USD0.02,'PFC
TRIPLE POINT SOCIAL HOUSING REI,'SOHO
VANECK VECTORS UCITS ETFS PLC V,'GDGB
PUBLIC JOINT STOCK COMPANY POLY,'PLZL
VANECK VECTORS UCITS ETFS PLC V,'GJGB
MAXCYTE INC COM STK USD0.01 (DI,'MXCT
SPORTECH PLC ORD 20P,'SPO
ZYTRONIC PLC ORD 1P,'ZYT
AURA ENERGY LIMITED ORD NPV (DI,'AURA
WISDOMTREE MULTI ASSET ISSUER P,'3UKL
GREENCORE GROUP PLC ORD 1P,'GNC
SSGA SPDR ETFS EUROPE II PLC SP,'WTEC
CIRCASSIA GROUP PLC ORD 0.08P,'CIR
INVESCO MARKETS III PLC INVESCO,'EQQU
AVACTA GROUP PLC ORD 10P,'AVCT
TARGET HEALTHCARE REIT PLC ORD,'THRL
LEVERAGE SHARES PUBLIC LIMITED,'2MSF
XTRACKERS (IE) PUBLIC LIMITED C,'XDWT
巴克莱,'BARC
SIGNATURE AVIATION PLC ORD 37 1,'SIG
英国土地公司,'BLND
ASOS PLC ORD 3.5P,'ASC
U AND I GROUP PLC ORD 50P,'UAI
LEGAL & GENERAL UCITS ETF PUBLI,'AUCP
INVESCO MARKETS III PLC INVESCO,'EQGB
WISDOMTREE COMMODITY SECURITIES,'3NIL
WISDOMTREE MULTI ASSET ISSUER P,'3EUL
WORKSPACE GROUP PLC ORD GBP1,'WKP
MULTI UNITS LUXEMBOURG LYXOR NA,'NASD
XTRACKERS (IE) PUBLIC LIMITED C,'XUTC
GAMMA COMMUNICATIONS PLC ORD 0.,'GAMA
ISHARES VII PLC ISHRS NASDAQ 10,'CNDX
ISHARES V PUBLIC LIMITED COMPAN,'SPGP
CAPITAL & COUNTIES PROPERTIES P,'CAPC
哈格里夫斯·兰斯多恩公司,'HL.
希尔顿食品集团,'HFG
SSGA SPDR ETFS EUROPE II PLC SP,'SXLK
RSA保险集团,'RSA
WISDOMTREE MULTI ASSET ISSUER P,'2PAL
道达尔(UK),'TTA
INVESCO MARKETS PLC INVESCO TEC,'XLKS
GRAINGER PLC ORD 5P,'GRI
SYLVANIA PLATINUM LIMITED CMN S,'SLP
"NOVA LJUBLJANSKA BANKA D.D., LJ",'NLB
SSGA SPDR ETFS EUROPE I PLC SPD,'EURE
HISCOX LTD ORD 6.5P (DI),'HSX
COHORT PLC ORD 10P,'CHRT
印度国家银行,'SBID
XTRACKERS X STXX EUROPE TECHNOL,'XS8R
JUST GROUP PLC ORD 10P,'JUST
SOFTCAT PLC ORD ￡0.0005,'SCT
3I集团,'III
第一太平戴维斯,'SVS
MORGAN SINDALL GROUP PLC ORD 5P,'MGNS
FIRST TRUST GLOBAL FUNDS PUBLIC,'FDNU
UTILICO EMERGING MARKETS TRUST,'UEM
IMPAX ASSET MANAGEMENT GROUP PL,'IPX
MACFARLANE GROUP PLC ORD 25P,'MACF
STAFFLINE GROUP PLC ORD 10P,'STAF
ISHARES V PUBLIC LIMITED COMPAN,'IAUP
PROVIDENT FINANCIAL PLC ORD  20,'PFG
AXIS BANK LIMITED GDR EACH REPR,'AXB
霸菱,'BEE
ISHARES V PUBLIC LIMITED COMPAN,'IPOL
圣莫德温地产,'SMP
XTRACKERS X LEVDAX DAILY SWAP,'XLDX
GREENCOAT RENEWABLES PLC ORD EU,'GRP
ISHARES V PUBLIC LIMITED COMPAN,'IUIT
FIRST TRUST GLOBAL FUNDS PUBLIC,'SKYU
MITCHELLS & BUTLERS PLC ORD 8 1,'MAB
MULTI UNITS LUXEMBOURG LYXOR EU,'BNKE
鲍迪克,'BOY
ALLIANZ TECHNOLOGY TRUST PLC OR,'ATT
WISDOMTREE MULTI ASSET ISSUER P,'3LDE
SIG PLC ORD 10P,'SHI
PHOENIX SPREE DEUTSCHLAND LIMIT,'PSDL
JD SPORTS FASHION PLC ORD 0.25P,'JD.
WISDOMTREE FOREIGN EXCHANGE LIM,'LEU3
WISDOMTREE MULTI ASSET ISSUER P,'3DEL
HANETF ICAV HAN-GINS CLOUD TECH,'SKYY
TRITAX BIG BOX REIT PLC ORD 1P,'BBOX
圣詹姆斯广场,'STJ
SUPERDRY PLC ORD 5P,'SDRY
POLAR CAPITAL TECHNOLOGY TRUST,'PCT
GLOBALTRANS INVESTMENT PLC GDR,'GLTR
凤凰集团控股,'PHNX
威廉希尔,'WMH
LEARNING TECHNOLOGIES GROUP PLC,'LTG
VANECK VECTORS UCITS ETFS PLC V,'ESPO
AVEVA GROUP PLC ORD 3 5/9P,'AVV
CLIPPER LOGISTICS PLC ORD 0.05P,'CLG
AVAST PLC ORD 10P,'AVST
BLACKROCK SMALLER CO TRUST PLC,'BRSC
M&G PLC ORD ￡0.05,'MNG
MONTANARO EUROPEAN SMALLER C. T,'MTE
标准人寿,'SLA
SAFESTORE HOLDINGS PLC ORD 1P,'SAFE
WISDOMTREE COMMODITY SECURITIES,'BULL
UDG HEALTHCARE PUBLIC LIMITED C,'UDG
ABERDEEN STANDARD EUROPEAN LOGI,'ASLI
BANK OF IRELAND GROUP PLC ORD E,'BIRG
弗雷斯尼洛,'FRES
ISHARES IV PLC ISHS MSCI CHINA,'CNYA
BLACKROCK WORLD MINING TRUST PL,'BRWM
HENDERSON HIGH INCOME TRUST PLC,'HHI
WISDOMTREE COMMODITY SECURITIES,'AIGO
HANETF ICAV EMQQ EM INTERNET &,'EMQQ
HSBC ETFS PLC HSBC MSCI BRAZIL,'HMBR
苏格兰抵押贷款证券公司,'SMT
ITM POWER PLC ORD 5P,'ITM
EKF DIAGNOSTICS HOLDINGS PLC OR,'EKF
CENTAMIN PLC ORD NPV (DI),'CEY
土地证券集团,'LAND
WISDOMTREE HDG COMMODITY SEC LD,'PBRT
伦敦证券交易所,'LSE
INVESCO MARKETS PLC IVZ COMMUNI,'XLCS
ISHARES VII PLC ISHRS NASDAQ 10,'CNX1
SSGA SPDR ETFS EUROPE II PLC SP,'SXLC
IMPAX ENVIRONMENTAL MARKETS PLC,'IEM
BIG YELLOW GROUP PLC ORD 10P,'BYG
WISDOMTREE MULTI ASSET ISSUER P,'BRND
中间资本集团,'ICP
XTRACKERS X CSI300 SWAP 1C,'XCHA
WISDOMTREE ISSUER PLC WT CLOUD,'WCLD
AJ BELL PLC ORD GBP0.000125,'AJB
XTRACKERS X MSCI PAKISTAN SWAP,'XBAK
BLUE PRISM GROUP PLC ORD 1P,'PRSM
XTRACKERS ETC PUBLIC LIMITED CO,'XGDU
家庭应急服务,'HSV
MARKET ACCESS MARKET ACCESS - R,'RICI
ISHARES V PUBLIC LIMITED COMPAN,'IITU
WH SMITH PLC ORD 22 6/67P,'SMWH
UBS ETFS PLC UBS ETF MSCI CHINA,'CNUA
阿斯顿马丁,'AML
INVESCO MARKETS III PLC INVESCO,'EQQQ
ISHARES II PLC ISHARES UK PROPE,'IUKP
INVESCO MARKETS PLC INVESCO STO,'X7PP
英国森特理克,'CNA
AMUNDI INDEX SOLUTIONS AMUNDI N,'ANXG
PAYPOINT PLC ORD 1/3P,'PAY
WISDOMTREE HEDGED METAL SECURIT,'GBSP
LARSEN AND TOUBRO LIMITED GDS (,'LTOD
法通保险,'LGEN
CHEMRING GROUP PLC ORD 1P,'CHG
INVESCO MARKETS PLC INVESCO TEC,'XLKQ
AMIGO HOLDINGS PLC ORD 0.25P,'AMGO
VELOCYS PLC ORD 1P,'VLS
司墨飞·卡帕集团,'SKG
ON THE BEACH GROUP PLC ORD 1P,'OTB
PAO TMK GDR(EACH REPR 4 ORDS) (,'TMKS
ISHARES PLC ISHARES MSCI BRAZIL,'IDBZ
牛津生物医药,'OXB
DB ETC PLC XTRACKERS PHYSICAL R,'XRH0
FIRST TRUST GLOBAL FUNDS PUBLIC,'LEGR
UBS ETFS PLC UBS ETFS PLC - CMC,'UC14
ISHARES IV PLC ISHS DIGITALISAT,'DGTL
KEYSTONE INVESTMENT TRUST PLC O,'KIT
COATS GROUP PLC ORD 5P,'COA
BROWN (N) GROUP PLC ORD 11 1/19,'BWNG
LEGAL & GENERAL UCITS ETF PUBLI,'DEL2
LYXOR INTERNATIONAL ASSET MANAG,'MIBX
MULTI UNITS FRANCE LYXOR RUSSEL,'RUSG
LEGAL & GENERAL UCITS ETF PUBLI,'DL2P
PRIMARY HEALTH PROPERTIES PLC O,'PHP
HERALD INVESTMENT TRUST PLC ORD,'HRI
JPMORGAN AMERICAN INVESTMENT TR,'JAM
WISDOMTREE ISSUER PLC  WT EMERG,'DGSD
WISDOMTREE METAL SECURITIES ETF,'SGBS
XTRACKERS X MSCI THAILAND 1C,'XCS4
INVESCO MARKETS II PLC IVZ ELWO,'BCHN
PARAGON BANKING GROUP PLC ORD 1,'PAG
TELECOM PLUS PLC ORD 5P,'TEP
XTRACKERS X HARVEST CSI 300,'ASHR
ISHARES II PLC ISHRS ASIA PROPE,'IASP
GREATLAND GOLD PLC ORD 0.1P,'GGP
UBS ETFS PLC UBSETF CMCI COMPOS,'UC90
BRITVIC PLC ORD 20P,'BVIC
FIRST DERIVATIVES PLC ORD 0.5P,'FDP
英国保诚,'PRU
TR PROPERTY INVESTMENT TRUST PL,'TRY
WISDOMTREE METAL SECURITIES ETF,'PHPT
WISDOMTREE METAL SECURITIES ETF,'PHAU
DB ETC PLC XTRACKERS PHYSICAL G,'XGLD
ISHARES V PUBLIC LIMITED COMPAN,'IUCM
CRANSWICK PLC ORD 10P,'CWK
ISHARES VII PLC ISHRS MSCI CANA,'CCAU
LUCECO PLC ORD GBP0.0005,'LUCE
施罗德投资,'SDRC
SAGA PLC ORD 1P,'SAGA
CLS HOLDINGS PLC ORD 2.5P,'CLI
FUNDLOGIC ALTERNATIVES PLC SCI,'EHEF
GOLD BULLION SECURITIES LD GOLD,'GBS
ISHARES IV PLC ISHARES EDGE MSC,'IUMO
ISHARES V PUBLIC LIMITED COMPAN,'IUCD
"JSC VTB BANK GDR (EACH REPR 2,0",'VTBR
SSGA SPDR ETFS EUROPE II PLC SP,'EUSV
COUNTRYWIDE PLC ORD 0.01P,'CWD
英杰华,'AV.
DEVRO PLC ORD 10P,'DVO
INVESCO MARKETS PLC INVESCO STO,'X7PS
LEVERAGE SHARES PUBLIC LIMITED,'2NFL
FIRST TRUST GLOBAL FUNDS PUBLIC,'FSKY
DB ETC PLC XTRACKERS PHYSICAL G,'XGLS
XTRACKERS X MSCI EUROPE MID CAP,'XEUM
哈萨克矿业,'KAZ
VANGUARD FUNDS PLC VANGUARD FTS,'VEUD
SEVERFIELD PLC ORD 2.5P,'SFR
INVESCO MARKETS PLC INVESCO MOR,'MLPS
SSGA SPDR ETFS EUROPE I PLC SPD,'EUDI
SMITHSON INVESTMENT TRUST PLC O,'SSON
WISDOMTREE ISSUER PLC  WT SMCAP,'DFEA
DALATA HOTEL GROUP PLC ORD EUR0,'DAL
ISHARES IV PLC ISHS EDGE MSCI W,'IWMO
WISDOMTREE COMMODITY SECURITIES,'LCFE
EUROPEAN OPPORTUNITIES TRUST PL,'JEO
JPMORGAN GLOBAL EMERGING MARKET,'JEMI
DUNELM GROUP PLC ORD 1P,'DNLM
NEXTENERGY SOLAR FUND LIMITED R,'NESF
AMUNDI INDEX SOLUTIONS AMUNDI I,'MSDU
EDINBURGH WORLDWIDE INVESTMENT,'EWI
WISDOMTREE COMMODITY SECURITIES,'BRNT
INTEGRAFIN HOLDINGS PLC ORD 1P,'IHP
XLMEDIA PLC ORD USD0.000001,'XLM
VANECK VECTORS UCITS ETFS PLC V,'ESGB
INVESCO MARKETS PLC INVESCO BLO,'CMOD
CODEMASTERS GROUP HOLDINGS PLC,'CDM
XTRACKERS (IE) PUBLIC LIMITED C,'XWTS
HANETF ICAV HAN-GINS CLOUD TECH,'SKYP
MANCHESTER & LONDON INVESTMENT,'MNL
HSBC ETFS PLC HSBC MSCI RUSSIA,'HRUD
VERSARIEN PLC ORD 1P,'VRS
MAHINDRA & MAHINDRA LIMITED GDR,'MHID
ICG ENTERPRISE TRUST PLC ORD 10,'ICGT
INVESCO MARKETS PLC INVESCO MOR,'MLPD
"GRAFTON GROUP PLC UT (1 ORD, 1",'GFTU
CQS NEW CITY HIGH YIELD FUND LI,'NCYF
XTRACKERS X MSCI EM LATAM SWAP,'XMLD
NUMIS CORPORATION PLC ORD 5P,'NUM
SSGA SPDR ETFS EUROPE I PLC SPD,'IMID
ISHARES IV PLC ISHS MSCI EM SRI,'SUSM
AMUNDI INDEX SOLUTIONS AMUNDI S,'500U
THE GYM GROUP PLC ORD 0.01P,'GYM
VECTURA GROUP PLC ORD 0.0271P,'VEC
ISHARES II PLC ISHARES MSCI EUR,'ISEU
思格卢公司,'SGRO
MULTI UNITS LUXEMBOURG LYXOR ET,'LSPU
SSGA SPDR ETFS EUROPE II PLC SP,'WUTI
WISDOMTREE COMMODITY SECURITIES,'BULP
CAPITA PLC ORD 2.066666P,'CPI
TP ICAP PLC ORD 25P,'TCAP
SCOTTISH AMERICAN INVESTMENT CO,'SAIN
AMUNDI INDEX SOLUTIONS AMUNDI M,'CU2U
伟尔集团,'WEIR
SBERBANK OF RUSSIA ADR (EACH RE,'SBER
DUNEDIN INCOME GROWTH INVESTMEN,'DIG
TT ELECTRONICS PLC ORD 25P,'TTG
TREATT PLC ORD 2P,'TET
CLINIGEN GROUP PLC ORD 0.1P,'CLIN
英之杰集团,'INCH
ISHARES III PLC ISHRS MSCI EM S,'IEMS
ONESAVINGS BANK PLC ORD 1P,'OSB
英国国家电网,'NG.
VANGUARD FUNDS PLC VANGUARD S&P,'VUAA
IG DESIGN GROUP PLC ORD 5P,'IGR
LYXOR INDEX FUND LYXOR ROBOTICS,'ROAI
ASSURA PLC ORD 10P,'AGR
赛捷集团,'SGE
FIRST TRUST GLOBAL FUNDS PUBLIC,'FDN
WISDOMTREE ISSUER PLC WISDOMTRE,'WTAI
WISDOMTREE COMMODITY SECURITIES,'AIGA
禾大国际,'CRDA
WISDOMTREE ISSUER PLC  WT INDIA,'EPIE
ISHARES PLC ISHARES CORE FTSE 1,'ISFU
VANGUARD FUNDS PLC VANGUARD FTS,'VDNR
WISDOMTREE ISSUER PLC  WT ENH C,'WCOM
ISHARES PLC ISHS MSCI N.AMERICA,'IDNA
XTRACKERS X MSCI EUROPE SMALL C,'XXSC
WISDOMTREE COMMODITY SECURITIES,'COTN
SAN LEON ENERGY PLC ORD EUR0.01,'SLE
SSGA SPDR ETFS EUROPE I PLC SPD,'SWRD
ISHARES II PLC ISHARES FTSE MIB,'IMIB
LYXOR INTERNATIONAL ASSET MANAG,'CACX
ISHARES II PLC IS EUROPE QUALIT,'EQDS
ISHARES IV PLC ISHS DIGITALISAT,'DGIT
ISHARES PLC ISHARES EUR STOXX M,'DJMC
XTRACKERS (IE) PUBLIC LIMITED C,'XDWU
XTRACKERS (IE) PUBLIC LIMITED C,'XD9U
直线保险集团,'DLG
XTRACKERS X MSCI USA SWAP,'XMUD
VANGUARD FUNDS PLC VANGUARD FTS,'VDEV
XTRACKERS X MSCI INDONESIA SWAP,'XIDD
HSBC ETFS PLC HSBC S&P 500 UCIT,'HSPD
FIRST TRUST GLOBAL FUNDS PUBLIC,'FTCS
XTRACKERS (IE) PLC X ESG MSCI E,'XZEM
ISHARES IV PLC ISH DGTL SEC UCI,'LOCK
WISDOMTREE ISSUER PLC WT CLOUD,'KLWD
ISHARES IV PLC ISHARES MSCI WLD,'SUWS
BARR (A.G.) PLC ORD 4 1/6P,'BAG
GB GROUP PLC ORD 2.5P,'GBG
SSGA SPDR ETFS EUROPE II PLC SP,'SXLY
XTRACKERS X WORLD SWAP 1C,'XMWD
WISDOMTREE ISSUER PLC  WT EUROP,'DFE
本泽商贸,'BNZL
LYXOR INDEX FUND LYXOR MSCI DIG,'DIGE
SSGA SPDR ETFS EUROPE I PLC SPD,'UKDV
"FULLER, SMITH & TURNER PLC 'A'",'FSTA
ISHARES VII PLC ISHARES FTSE MI,'CMB1
TOWN CENTRE SECURITIES PLC ORD,'TOWN
UBS ETF UBSETF MSCI EMU HGBP A-,'UB0F
ISHARES IV PLC ISH MSCI WRLD ES,'EEWD
SSGA SPDR ETFS EUROPE II PLC SP,'GCVB
XTRACKERS X EURO STOXX 50 1D,'XESX
中国太保,'CPIC
MULTI UNITS LUXEMBOURG LYXOR MS,'EESG
BMO CAPITAL & INCOME INVESTMENT,'BCI
ISHARES IV PLC ISH MSCI INDIA U,'NDIA
XTRACKERS X MSCI CHINA 1C $,'XCS6
ISHARES IV PLC ISH USA QUALITY,'IUQD
PJSC RUSHYDRO ADR (EACH REPR 10,'HYDR
LYXOR INTERNATIONAL ASSET MANAG,'WLDD
达美乐比萨(UK),'DOM
HSBC ETFS PLC HSBC MSCI EUROPE,'HMEU
ISHARES VII PLC ISH S&P500 UCIT,'GSPX
LEVERAGE SHARES PUBLIC LIMITED,'GS2
STHREE PLC ORD 1P,'STEM
SSGA SPDR ETFS EUROPE I PLC SPD,'ACWD
XTRACKERS X S&P500 SWAP $,'XSPU
PANTHEON INTERNATIONAL PLC ORD,'PIN
柿子公司,'PSN
赛文特,'SVT
TRAINLINE PLC ORD 100P,'TRN
REDDE NORTHGATE PLC ORD 50P,'REDD
ISHARES VI PLC ISHARES DIVERSIF,'ICOM
XTRACKERS X STOXX EUROPE 600,'XSX6
INVESCO MARKETS PLC INVESCO S&P,'SPXS
TRIFAST PLC ORD 5P,'TRI
ISHARES IV PLC ISHARES OMX STOC,'OMXS
OSSIAM LUX OSSIAM STOXX EUROPE,'S6EW
FERREXPO PLC ORD 10P,'FXPO
GORE STREET ENERGY STORAGE FUND,'GSF
JPMORGAN ETFS (IRELAND) ICAV JP,'JREG
安石集团,'ASHM
CVS GROUP PLC ORD 0.2P,'CVSG
ISHARES VII PLC ISHRS MSCI UK S,'CUKS
WISDOMTREE COMMODITY SECURITIES,'AIGL
劳埃德银行(UK),'LLOY
LEGAL & GENERAL UCITS ETF PUBLI,'COMF
ISHARES II PLC ISHRS MSCI EST E,'ISFE
GOCO GROUP PLC ORD GBP0.0002,'GOCO
XTRACKERS X MSCI EM EMEA SWAP,'XMXD
AIRTEL AFRICA PLC ORD USD1,'AAF
鸿海精密工业,'HHPD
HIKMA PHARMACEUTICALS PLC ORD S,'HIK
ISHARES V PUBLIC LIMITED COMPAN,'IGUS
XTRACKERS (IE) PUBLIC LIMITED C,'XMME
PURETECH HEALTH PLC ORD 1P,'PRTC
AMUNDI INDEX SOLUTIONS AMUNDI F,'FT1K
WISDOMTREE ISSUER PLC  WT EMERG,'DEMD
ISHARES IV PLC ISH MSCI EM IMI,'SAEM
KAINOS GROUP PLC ORD 0.5P,'KNOS
GREAT PORTLAND ESTATES PLC ORD,'GPOR
ISHARES VII PLC ISHRS CORE S&P,'CSPX
LEGAL & GENERAL UCITS ETF PUBLI,'CMFP
HSBC ETFS PLC HSBC EUROPE SUSTA,'HSEP
XTRACKERS (IE) PUBLIC LIMITED C,'XDWD
RIZE UCITS ICAV RIZE CYBER SEC,'CYBR
DERWENT LONDON PLC ORD 5P,'DLN
WAREHOUSE REIT PLC ORD 1P,'WHR
JSC HALYK BANK GDR (EACH REPR 4,'HSBK
XTRACKERS X S&P GLOBAL INFRA SW,'XGID
SSGA SPDR ETFS EUROPE I PLC SPD,'EUDV
VANGUARD FUNDS PLC VANGUARD DAX,'VDXX
VERTU MOTORS PLC ORD 10P,'VTU
AMUNDI INDEX SOLUTIONS AMUNDI M,'AUEM
KEYWORDS STUDIOS PLC ORD 1P,'KWS
ISHARES PLC ISHARES MSCI WORLD,'IDWR
BAILLIE GIFFORD EUROPEAN GROWTH,'BGEU
ISHARES IV PLC ISH MSCI EU ESG,'SDUE
INVESCO MARKETS PLC IVZ COMMUNI,'XLCP
JPMORGAN SMALLER COMPANIES INVE,'JMI
VANGUARD FUNDS PLC VANGUARD S&P,'VUSD
ISHARES VII PLC ISHRS MSCI USA,'CSUS
LEGAL & GENERAL UCITS ETF PUBLI,'USPY
MULTI UNITS LUXEMBOURG LYXOR MS,'LCCN
APAX GLOBAL ALPHA LIMITED ORD N,'APAX
凯恩能源,'CNE
史密斯集团,'SMIN
AMUNDI ETF AMUNDI ETF MSCI EURO,'CB5
INVESCO MARKETS PLC INVESCO EUR,'SX5S
MEGGITT PLC ORD 5P,'MGGT
ISHARES IV PLC ISHS FLLN ANGELS,'WING
ISHARES PLC ISHARES CHINA LGE C,'IDFX
SSGA SPDR ETFS EUROPE I PLC SPD,'SPY5
WATKIN JONES PLC ORD 1P,'WJG
ISHARES IV PLC ISHARES EDGE MSC,'IUQA
SCHRODER ASIAPACIFIC FUND PLC O,'SDP
4IMPRINT GROUP PLC ORD 38 6/13P,'FOUR
ISHARES IV PLC ISHS EDG MSCI EU,'IEMO
翠丰集团,'KGF
ISHARES IV PLC ISHARES EDGE MSC,'IUMF
HIPGNOSIS SONGS FUND LIMITED OR,'SONG
AMUNDI INDEX SOLUTIONS AMUNDI I,'ESRG
XTRACKERS X DAX INCOME,'XDDX
SERICA ENERGY PLC ORD USD0.10,'SQZ
